date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:18:24	59344/59344	---M-Z	200	added ('OK')	text/css	date:Sun,%2023%20Apr%202023%2014:22:46%20GMT	https://areceitadodia.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=3.24.7	C:/laragon/www/copia/areceitadodia.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min52dd.css	(from https://areceitadodia.com/sobremesas/?utm_source=FB&utm_campaign=%5B03%5D+-+COPY+06+%E2%80%94+C%C3%B3pia%7C120215039057570431&utm_medium=CONJUNTO+1+%E2%80%94+C%C3%B3pia%7C120215039060410431&utm_content=01+1%7C120215039058400431&utm_term=Instagram_Feed&xcod=FBhQwK21wXxR%5B03%5D+-+COPY+06+%E2%80%94+C%C3%B3pia%7C120215039057570431hQwK21wXxRCONJUNTO+1+%E2%80%94+C%C3%B3pia%7C120215039060410431hQwK21wXxR01+1%7C120215039058400431hQwK21w+XxRInstagram_Feed&fbclid=PAZXh0bgNhZW0BMABhZGlkAasW8QfVef8BpiswUiiciHtMEPVdkxdbVWcRcAbo9eM8-2YEzeJjD4ex91WwvtY3ear-OQ_aem_7dWeug7kYEPqZHxrkhnjug)
17:18:24	26702/26702	---M-Z	200	added ('OK')	text/css	date:Sun,%2023%20Apr%202023%2014:22:46%20GMT	https://areceitadodia.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/v4-shims.min.css?ver=3.24.7	C:/laragon/www/copia/areceitadodia.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/v4-shims.min52dd.css	(from https://areceitadodia.com/sobremesas/?utm_source=FB&utm_campaign=%5B03%5D+-+COPY+06+%E2%80%94+C%C3%B3pia%7C120215039057570431&utm_medium=CONJUNTO+1+%E2%80%94+C%C3%B3pia%7C120215039060410431&utm_content=01+1%7C120215039058400431&utm_term=Instagram_Feed&xcod=FBhQwK21wXxR%5B03%5D+-+COPY+06+%E2%80%94+C%C3%B3pia%7C120215039057570431hQwK21wXxRCONJUNTO+1+%E2%80%94+C%C3%B3pia%7C120215039060410431hQwK21wXxR01+1%7C120215039058400431hQwK21w+XxRInstagram_Feed&fbclid=PAZXh0bgNhZW0BMABhZGlkAasW8QfVef8BpiswUiiciHtMEPVdkxdbVWcRcAbo9eM8-2YEzeJjD4ex91WwvtY3ear-OQ_aem_7dWeug7kYEPqZHxrkhnjug)
17:18:24	42011/42011	---M-Z	200	added ('OK')	text/css	date:Fri,%2010%20Jan%202025%2005:10:54%20GMT	https://areceitadodia.com/wp-content/uploads/elementor/css/global.css?ver=1736485854	C:/laragon/www/copia/areceitadodia.com/wp-content/uploads/elementor/css/globalf282.css	(from https://areceitadodia.com/sobremesas/?utm_source=FB&utm_campaign=%5B03%5D+-+COPY+06+%E2%80%94+C%C3%B3pia%7C120215039057570431&utm_medium=CONJUNTO+1+%E2%80%94+C%C3%B3pia%7C120215039060410431&utm_content=01+1%7C120215039058400431&utm_term=Instagram_Feed&xcod=FBhQwK21wXxR%5B03%5D+-+COPY+06+%E2%80%94+C%C3%B3pia%7C120215039057570431hQwK21wXxRCONJUNTO+1+%E2%80%94+C%C3%B3pia%7C120215039060410431hQwK21wXxR01+1%7C120215039058400431hQwK21w+XxRInstagram_Feed&fbclid=PAZXh0bgNhZW0BMABhZGlkAasW8QfVef8BpiswUiiciHtMEPVdkxdbVWcRcAbo9eM8-2YEzeJjD4ex91WwvtY3ear-OQ_aem_7dWeug7kYEPqZHxrkhnjug)
17:18:24	704/704	---M-Z	200	added ('OK')	text/css	date:Tue,%2015%20Oct%202024%2014:03:00%20GMT	https://areceitadodia.com/wp-content/plugins/elementor/assets/css/widget-text-editor.min.css?ver=3.24.7	C:/laragon/www/copia/areceitadodia.com/wp-content/plugins/elementor/assets/css/widget-text-editor.min52dd.css	(from https://areceitadodia.com/sobremesas/?utm_source=FB&utm_campaign=%5B03%5D+-+COPY+06+%E2%80%94+C%C3%B3pia%7C120215039057570431&utm_medium=CONJUNTO+1+%E2%80%94+C%C3%B3pia%7C120215039060410431&utm_content=01+1%7C120215039058400431&utm_term=Instagram_Feed&xcod=FBhQwK21wXxR%5B03%5D+-+COPY+06+%E2%80%94+C%C3%B3pia%7C120215039057570431hQwK21wXxRCONJUNTO+1+%E2%80%94+C%C3%B3pia%7C120215039060410431hQwK21wXxR01+1%7C120215039058400431hQwK21w+XxRInstagram_Feed&fbclid=PAZXh0bgNhZW0BMABhZGlkAasW8QfVef8BpiswUiiciHtMEPVdkxdbVWcRcAbo9eM8-2YEzeJjD4ex91WwvtY3ear-OQ_aem_7dWeug7kYEPqZHxrkhnjug)
17:18:25	600/600	---M-Z	200	added ('OK')	text/css	date:Tue,%2015%20Oct%202024%2014:03:00%20GMT	https://areceitadodia.com/wp-content/plugins/elementor/assets/css/widget-heading.min.css?ver=3.24.7	C:/laragon/www/copia/areceitadodia.com/wp-content/plugins/elementor/assets/css/widget-heading.min52dd.css	(from https://areceitadodia.com/sobremesas/?utm_source=FB&utm_campaign=%5B03%5D+-+COPY+06+%E2%80%94+C%C3%B3pia%7C120215039057570431&utm_medium=CONJUNTO+1+%E2%80%94+C%C3%B3pia%7C120215039060410431&utm_content=01+1%7C120215039058400431&utm_term=Instagram_Feed&xcod=FBhQwK21wXxR%5B03%5D+-+COPY+06+%E2%80%94+C%C3%B3pia%7C120215039057570431hQwK21wXxRCONJUNTO+1+%E2%80%94+C%C3%B3pia%7C120215039060410431hQwK21wXxR01+1%7C120215039058400431hQwK21w+XxRInstagram_Feed&fbclid=PAZXh0bgNhZW0BMABhZGlkAasW8QfVef8BpiswUiiciHtMEPVdkxdbVWcRcAbo9eM8-2YEzeJjD4ex91WwvtY3ear-OQ_aem_7dWeug7kYEPqZHxrkhnjug)
17:18:25	254/254	---M-Z	200	added ('OK')	text/css	date:Tue,%2015%20Oct%202024%2014:03:00%20GMT	https://areceitadodia.com/wp-content/plugins/elementor/assets/css/widget-image.min.css?ver=3.24.7	C:/laragon/www/copia/areceitadodia.com/wp-content/plugins/elementor/assets/css/widget-image.min52dd.css	(from https://areceitadodia.com/sobremesas/?utm_source=FB&utm_campaign=%5B03%5D+-+COPY+06+%E2%80%94+C%C3%B3pia%7C120215039057570431&utm_medium=CONJUNTO+1+%E2%80%94+C%C3%B3pia%7C120215039060410431&utm_content=01+1%7C120215039058400431&utm_term=Instagram_Feed&xcod=FBhQwK21wXxR%5B03%5D+-+COPY+06+%E2%80%94+C%C3%B3pia%7C120215039057570431hQwK21wXxRCONJUNTO+1+%E2%80%94+C%C3%B3pia%7C120215039060410431hQwK21wXxR01+1%7C120215039058400431hQwK21w+XxRInstagram_Feed&fbclid=PAZXh0bgNhZW0BMABhZGlkAasW8QfVef8BpiswUiiciHtMEPVdkxdbVWcRcAbo9eM8-2YEzeJjD4ex91WwvtY3ear-OQ_aem_7dWeug7kYEPqZHxrkhnjug)
17:18:25	540/540	---M-Z	200	added ('OK')	text/css	date:Tue,%2015%20Oct%202024%2014:03:00%20GMT	https://areceitadodia.com/wp-content/plugins/elementor/assets/css/widget-image-carousel.min.css?ver=3.24.7	C:/laragon/www/copia/areceitadodia.com/wp-content/plugins/elementor/assets/css/widget-image-carousel.min52dd.css	(from https://areceitadodia.com/sobremesas/?utm_source=FB&utm_campaign=%5B03%5D+-+COPY+06+%E2%80%94+C%C3%B3pia%7C120215039057570431&utm_medium=CONJUNTO+1+%E2%80%94+C%C3%B3pia%7C120215039060410431&utm_content=01+1%7C120215039058400431&utm_term=Instagram_Feed&xcod=FBhQwK21wXxR%5B03%5D+-+COPY+06+%E2%80%94+C%C3%B3pia%7C120215039057570431hQwK21wXxRCONJUNTO+1+%E2%80%94+C%C3%B3pia%7C120215039060410431hQwK21wXxR01+1%7C120215039058400431hQwK21w+XxRInstagram_Feed&fbclid=PAZXh0bgNhZW0BMABhZGlkAasW8QfVef8BpiswUiiciHtMEPVdkxdbVWcRcAbo9eM8-2YEzeJjD4ex91WwvtY3ear-OQ_aem_7dWeug7kYEPqZHxrkhnjug)
17:18:25	1364/1364	---M-Z	200	added ('OK')	text/css	date:Tue,%2015%20Oct%202024%2014:03:00%20GMT	https://areceitadodia.com/wp-content/plugins/elementor/assets/css/widget-spacer.min.css?ver=3.24.7	C:/laragon/www/copia/areceitadodia.com/wp-content/plugins/elementor/assets/css/widget-spacer.min52dd.css	(from https://areceitadodia.com/sobremesas/?utm_source=FB&utm_campaign=%5B03%5D+-+COPY+06+%E2%80%94+C%C3%B3pia%7C120215039057570431&utm_medium=CONJUNTO+1+%E2%80%94+C%C3%B3pia%7C120215039060410431&utm_content=01+1%7C120215039058400431&utm_term=Instagram_Feed&xcod=FBhQwK21wXxR%5B03%5D+-+COPY+06+%E2%80%94+C%C3%B3pia%7C120215039057570431hQwK21wXxRCONJUNTO+1+%E2%80%94+C%C3%B3pia%7C120215039060410431hQwK21wXxR01+1%7C120215039058400431hQwK21w+XxRInstagram_Feed&fbclid=PAZXh0bgNhZW0BMABhZGlkAasW8QfVef8BpiswUiiciHtMEPVdkxdbVWcRcAbo9eM8-2YEzeJjD4ex91WwvtY3ear-OQ_aem_7dWeug7kYEPqZHxrkhnjug)
17:18:25	9929/9929	---M-Z	200	added ('OK')	text/css	date:Tue,%2015%20Oct%202024%2014:03:00%20GMT	https://areceitadodia.com/wp-content/plugins/elementor/assets/css/widget-icon-list.min.css?ver=3.24.7	C:/laragon/www/copia/areceitadodia.com/wp-content/plugins/elementor/assets/css/widget-icon-list.min52dd.css	(from https://areceitadodia.com/sobremesas/?utm_source=FB&utm_campaign=%5B03%5D+-+COPY+06+%E2%80%94+C%C3%B3pia%7C120215039057570431&utm_medium=CONJUNTO+1+%E2%80%94+C%C3%B3pia%7C120215039060410431&utm_content=01+1%7C120215039058400431&utm_term=Instagram_Feed&xcod=FBhQwK21wXxR%5B03%5D+-+COPY+06+%E2%80%94+C%C3%B3pia%7C120215039057570431hQwK21wXxRCONJUNTO+1+%E2%80%94+C%C3%B3pia%7C120215039060410431hQwK21wXxR01+1%7C120215039058400431hQwK21w+XxRInstagram_Feed&fbclid=PAZXh0bgNhZW0BMABhZGlkAasW8QfVef8BpiswUiiciHtMEPVdkxdbVWcRcAbo9eM8-2YEzeJjD4ex91WwvtY3ear-OQ_aem_7dWeug7kYEPqZHxrkhnjug)
17:18:26	1409/1409	---M-Z	200	added ('OK')	text/css	date:Tue,%2015%20Oct%202024%2014:03:00%20GMT	https://areceitadodia.com/wp-content/plugins/elementor/assets/css/widget-image-box.min.css?ver=3.24.7	C:/laragon/www/copia/areceitadodia.com/wp-content/plugins/elementor/assets/css/widget-image-box.min52dd.css	(from https://areceitadodia.com/sobremesas/?utm_source=FB&utm_campaign=%5B03%5D+-+COPY+06+%E2%80%94+C%C3%B3pia%7C120215039057570431&utm_medium=CONJUNTO+1+%E2%80%94+C%C3%B3pia%7C120215039060410431&utm_content=01+1%7C120215039058400431&utm_term=Instagram_Feed&xcod=FBhQwK21wXxR%5B03%5D+-+COPY+06+%E2%80%94+C%C3%B3pia%7C120215039057570431hQwK21wXxRCONJUNTO+1+%E2%80%94+C%C3%B3pia%7C120215039060410431hQwK21wXxR01+1%7C120215039058400431hQwK21w+XxRInstagram_Feed&fbclid=PAZXh0bgNhZW0BMABhZGlkAasW8QfVef8BpiswUiiciHtMEPVdkxdbVWcRcAbo9eM8-2YEzeJjD4ex91WwvtY3ear-OQ_aem_7dWeug7kYEPqZHxrkhnjug)
17:18:26	4296/4296	---M-Z	200	added ('OK')	text/css	date:Tue,%2015%20Oct%202024%2014:03:00%20GMT	https://areceitadodia.com/wp-content/plugins/elementor/assets/css/widget-divider.min.css?ver=3.24.7	C:/laragon/www/copia/areceitadodia.com/wp-content/plugins/elementor/assets/css/widget-divider.min52dd.css	(from https://areceitadodia.com/sobremesas/?utm_source=FB&utm_campaign=%5B03%5D+-+COPY+06+%E2%80%94+C%C3%B3pia%7C120215039057570431&utm_medium=CONJUNTO+1+%E2%80%94+C%C3%B3pia%7C120215039060410431&utm_content=01+1%7C120215039058400431&utm_term=Instagram_Feed&xcod=FBhQwK21wXxR%5B03%5D+-+COPY+06+%E2%80%94+C%C3%B3pia%7C120215039057570431hQwK21wXxRCONJUNTO+1+%E2%80%94+C%C3%B3pia%7C120215039060410431hQwK21wXxR01+1%7C120215039058400431hQwK21w+XxRInstagram_Feed&fbclid=PAZXh0bgNhZW0BMABhZGlkAasW8QfVef8BpiswUiiciHtMEPVdkxdbVWcRcAbo9eM8-2YEzeJjD4ex91WwvtY3ear-OQ_aem_7dWeug7kYEPqZHxrkhnjug)
17:18:26	106/106	---M--	200	added ('OK')	text/css	date:Tue,%2015%20Oct%202024%2014:03:00%20GMT	https://areceitadodia.com/wp-content/plugins/elementor/assets/css/widget-menu-anchor.min.css?ver=3.24.7	C:/laragon/www/copia/areceitadodia.com/wp-content/plugins/elementor/assets/css/widget-menu-anchor.min52dd.css	(from https://areceitadodia.com/sobremesas/?utm_source=FB&utm_campaign=%5B03%5D+-+COPY+06+%E2%80%94+C%C3%B3pia%7C120215039057570431&utm_medium=CONJUNTO+1+%E2%80%94+C%C3%B3pia%7C120215039060410431&utm_content=01+1%7C120215039058400431&utm_term=Instagram_Feed&xcod=FBhQwK21wXxR%5B03%5D+-+COPY+06+%E2%80%94+C%C3%B3pia%7C120215039057570431hQwK21wXxRCONJUNTO+1+%E2%80%94+C%C3%B3pia%7C120215039060410431hQwK21wXxR01+1%7C120215039058400431hQwK21w+XxRInstagram_Feed&fbclid=PAZXh0bgNhZW0BMABhZGlkAasW8QfVef8BpiswUiiciHtMEPVdkxdbVWcRcAbo9eM8-2YEzeJjD4ex91WwvtY3ear-OQ_aem_7dWeug7kYEPqZHxrkhnjug)
17:18:26	1539/1539	---M-Z	200	added ('OK')	text/css	date:Tue,%2015%20Oct%202024%2014:03:00%20GMT	https://areceitadodia.com/wp-content/plugins/elementor/assets/css/widget-toggle.min.css?ver=3.24.7	C:/laragon/www/copia/areceitadodia.com/wp-content/plugins/elementor/assets/css/widget-toggle.min52dd.css	(from https://areceitadodia.com/sobremesas/?utm_source=FB&utm_campaign=%5B03%5D+-+COPY+06+%E2%80%94+C%C3%B3pia%7C120215039057570431&utm_medium=CONJUNTO+1+%E2%80%94+C%C3%B3pia%7C120215039060410431&utm_content=01+1%7C120215039058400431&utm_term=Instagram_Feed&xcod=FBhQwK21wXxR%5B03%5D+-+COPY+06+%E2%80%94+C%C3%B3pia%7C120215039057570431hQwK21wXxRCONJUNTO+1+%E2%80%94+C%C3%B3pia%7C120215039060410431hQwK21wXxR01+1%7C120215039058400431hQwK21w+XxRInstagram_Feed&fbclid=PAZXh0bgNhZW0BMABhZGlkAasW8QfVef8BpiswUiiciHtMEPVdkxdbVWcRcAbo9eM8-2YEzeJjD4ex91WwvtY3ear-OQ_aem_7dWeug7kYEPqZHxrkhnjug)
17:18:27	89737/89737	---M-Z	200	added ('OK')	text/css	date:Fri,%2010%20Jan%202025%2005:10:54%20GMT	https://areceitadodia.com/wp-content/uploads/elementor/css/post-60.css?ver=1736485854	C:/laragon/www/copia/areceitadodia.com/wp-content/uploads/elementor/css/post-60f282.css	(from https://areceitadodia.com/sobremesas/?utm_source=FB&utm_campaign=%5B03%5D+-+COPY+06+%E2%80%94+C%C3%B3pia%7C120215039057570431&utm_medium=CONJUNTO+1+%E2%80%94+C%C3%B3pia%7C120215039060410431&utm_content=01+1%7C120215039058400431&utm_term=Instagram_Feed&xcod=FBhQwK21wXxR%5B03%5D+-+COPY+06+%E2%80%94+C%C3%B3pia%7C120215039057570431hQwK21wXxRCONJUNTO+1+%E2%80%94+C%C3%B3pia%7C120215039060410431hQwK21wXxR01+1%7C120215039058400431hQwK21w+XxRInstagram_Feed&fbclid=PAZXh0bgNhZW0BMABhZGlkAasW8QfVef8BpiswUiiciHtMEPVdkxdbVWcRcAbo9eM8-2YEzeJjD4ex91WwvtY3ear-OQ_aem_7dWeug7kYEPqZHxrkhnjug)
17:18:27	15073/15073	---M-Z	200	added ('OK')	text/javascript	date:Thu,%2029%20Feb%202024%2014:51:58%20GMT	https://areceitadodia.com/wp-content/plugins/elementor/assets/lib/font-awesome/js/v4-shims.min.js?ver=3.24.7	C:/laragon/www/copia/areceitadodia.com/wp-content/plugins/elementor/assets/lib/font-awesome/js/v4-shims.min52dd.js	(from https://areceitadodia.com/sobremesas/?utm_source=FB&utm_campaign=%5B03%5D+-+COPY+06+%E2%80%94+C%C3%B3pia%7C120215039057570431&utm_medium=CONJUNTO+1+%E2%80%94+C%C3%B3pia%7C120215039060410431&utm_content=01+1%7C120215039058400431&utm_term=Instagram_Feed&xcod=FBhQwK21wXxR%5B03%5D+-+COPY+06+%E2%80%94+C%C3%B3pia%7C120215039057570431hQwK21wXxRCONJUNTO+1+%E2%80%94+C%C3%B3pia%7C120215039060410431hQwK21wXxR01+1%7C120215039058400431hQwK21w+XxRInstagram_Feed&fbclid=PAZXh0bgNhZW0BMABhZGlkAasW8QfVef8BpiswUiiciHtMEPVdkxdbVWcRcAbo9eM8-2YEzeJjD4ex91WwvtY3ear-OQ_aem_7dWeug7kYEPqZHxrkhnjug)
